trade_date,index_name,open_price,high_price,low_price,close_price,shares_traded,turnover_cr
2020-09-17,NIFTY FMCG,30822.7,30894.4,30613.45,30651.75,53980789,2663.33
2020-09-18,NIFTY FMCG,30730.1,30758.65,30321.9,30460.85,57959542,3601.68
2020-09-21,NIFTY FMCG,30491.75,30526.65,29381.35,29541.75,42355098,2726.17
2020-09-22,NIFTY FMCG,29564.6,29583.85,29065.45,29312.4,36295074,2101.82
2020-09-23,NIFTY FMCG,29426,29652.25,29149.15,29322.35,79424899,2809.51
2020-09-24,NIFTY FMCG,29200.4,29275.95,28969.35,29044.95,58951516,3074.18
2020-09-25,NIFTY FMCG,29371.9,29763.75,29221.1,29633.5,52444101,2775.16
2020-09-28,NIFTY FMCG,29754.95,30001.6,29630.55,29886.2,41743164,2092.2
2020-09-29,NIFTY FMCG,30026.1,30056.45,29396.8,29434.8,46576009,2331.59
2020-09-30,NIFTY FMCG,29507.9,30015.95,29437.75,29841.75,42766330,2546.82
2020-10-01,NIFTY FMCG,30149.15,30155.95,29894.05,30009.55,37474463,1962.37
2020-10-05,NIFTY FMCG,30083.8,30217.25,29965,30112.15,41338529,1961.64
2020-10-06,NIFTY FMCG,30228.35,30397,29965.05,30054.7,46729790,2474.75
2020-10-07,NIFTY FMCG,30138.4,30310.45,30072.6,30168.8,35727139,2173.3
2020-10-08,NIFTY FMCG,30262.95,30325,30006.55,30136.05,43944115,2036.2
2020-10-09,NIFTY FMCG,30130.05,30258.7,29862.3,29923.9,42672098,2101.94
2020-10-12,NIFTY FMCG,30107.35,30297.5,29890.05,30024.25,84141925,2699.36
2020-10-13,NIFTY FMCG,30055.2,30257.6,29866,29926.7,51737992,2119.27
2020-10-14,NIFTY FMCG,29918.15,29987.8,29754.1,29959.6,62245907,2719.26
2020-10-15,NIFTY FMCG,30006,30107,29554.35,29644.8,47274444,2351.33
2020-10-16,NIFTY FMCG,29802.2,29834,29546.05,29671.05,35888610,1821.22
2020-10-19,NIFTY FMCG,29815.85,30151,29745.45,30068.85,34720147,2079.22
2020-10-20,NIFTY FMCG,29997.1,30117.25,29744.65,29964.6,40737308,4016.57
2020-10-21,NIFTY FMCG,30105.05,30139.25,29483.2,29684.1,45715155,3890.28
2020-10-22,NIFTY FMCG,29671.85,29776.05,29526.35,29715.35,48619786,3263.87
2020-10-23,NIFTY FMCG,29830.65,29861.9,29641.95,29782.2,38403274,2316.24
2020-10-26,NIFTY FMCG,29927.7,29940.4,29635.35,29774.65,37188949,2593.45
2020-10-27,NIFTY FMCG,29784.15,30208.1,29752.45,30163.7,75885228,4373.51
2020-10-28,NIFTY FMCG,30240.3,30240.3,29882.55,29948.1,42631939,2453.64
2020-10-29,NIFTY FMCG,29720.4,29847.5,29595.75,29663.45,41448233,2221.93
2020-10-30,NIFTY FMCG,29682.8,29829.15,29329.8,29428.45,35499512,2287.19
2020-11-02,NIFTY FMCG,29538.6,29568.9,29307.25,29441.45,34837464,1987.8
2020-11-03,NIFTY FMCG,29622.75,29655.8,29434.05,29526.35,55465649,2895.32
2020-11-04,NIFTY FMCG,29565.25,29858.4,29537.95,29612.4,39692851,2176.73
2020-11-05,NIFTY FMCG,29898.45,30216.75,29805.55,30180.05,57253653,3097.65
2020-11-06,NIFTY FMCG,30293.4,30393.1,30083.4,30150.65,59225358,2794.23
2020-11-09,NIFTY FMCG,30388.8,30546.85,30247.35,30453.7,63131745,3082.13
2020-11-10,NIFTY FMCG,30636.6,30646.8,30086.05,30494.75,85223560,4121.12
2020-11-11,NIFTY FMCG,30589.05,30886.75,30289.2,30845.6,86215493,3814.77
2020-11-12,NIFTY FMCG,30840.05,31318.6,30776.55,31240.2,69003051,3463.27
2020-11-13,NIFTY FMCG,31270.2,31393.45,31151,31222.1,47935400,2999.05
2020-11-14,NIFTY FMCG,31430.15,31451.75,31282.85,31336.1,9896378,364.74
2020-11-17,NIFTY FMCG,31572.85,31572.85,31240.65,31291.45,39661717,2498.67
2020-11-18,NIFTY FMCG,31229.5,31252.25,30886.2,30952.85,46300667,2863.12
2020-11-19,NIFTY FMCG,30833.7,31353.8,30783.35,31085.2,74802192,3535.15
2020-11-20,NIFTY FMCG,31234.8,31531.7,31116.05,31454.35,71482173,3907.1
2020-11-23,NIFTY FMCG,31593.6,31610.2,31358.8,31568.1,46439514,3176.94
2020-11-24,NIFTY FMCG,31600.4,31878.1,31576.95,31832.2,62432879,3039.79
2020-11-25,NIFTY FMCG,31926.35,32006,31350.35,31441.7,60610895,2751.63
2020-11-26,NIFTY FMCG,31548.45,31765.5,31305.65,31701.3,44878291,2596.34
2020-11-27,NIFTY FMCG,31786.4,31898.2,31431.5,31718.8,96292294,9463.38
2020-12-01,NIFTY FMCG,32090.8,32090.8,31655.65,31705.25,37881675,2817.27
2020-12-02,NIFTY FMCG,31811.15,31918.8,31591.85,31820.25,48275066,2557.13
2020-12-03,NIFTY FMCG,32022.25,32027.65,31754.05,31908.65,50316214,2863.01
2020-12-04,NIFTY FMCG,32044.05,32404.85,32016.5,32356.75,43208630,2684.15
2020-12-07,NIFTY FMCG,32358.6,32907.45,32351.95,32866.9,56337105,3116.6
2020-12-08,NIFTY FMCG,32969.4,33086,32572.25,32849.85,54244842,2991
2020-12-09,NIFTY FMCG,33019.65,33182.35,32954.4,33125.5,58020263,2724.86
2020-12-10,NIFTY FMCG,33161.4,34122.5,33002,34054.8,97339081,4993.84
2020-12-11,NIFTY FMCG,34245.25,34427.7,33987.25,34364.85,86225915,4090.71
2020-12-14,NIFTY FMCG,34505.35,34596.05,34334.6,34411.65,45607508,2662.03
2020-12-15,NIFTY FMCG,34329.5,34360.8,33906.1,33967.9,39709982,2436.62
2020-12-16,NIFTY FMCG,34058.25,34352.75,34037.3,34195.85,39360753,2706.5
2020-12-17,NIFTY FMCG,34221.4,34234.8,33955.35,34013.55,46191076,4154.3
2020-12-18,NIFTY FMCG,34090.05,34173.5,33878.2,34102.7,47311363,3651.2
2020-12-21,NIFTY FMCG,34121.75,34121.75,32570.75,33151.1,68881620,3778.45
2020-12-22,NIFTY FMCG,33195.7,33544.55,32633.75,33329.05,62763038,3123.37
2020-12-23,NIFTY FMCG,33392.5,34040.95,33284.75,33966,45899903,2740.19
2020-12-24,NIFTY FMCG,34191.2,34288.45,33769.35,34115.65,42387914,2679.86
2020-12-28,NIFTY FMCG,34262.05,34369.4,34079.45,34181.1,31789743,2128.62
2020-12-29,NIFTY FMCG,34313.7,34377.4,33982.35,34181.95,44944354,2636.79
2020-12-30,NIFTY FMCG,34323.95,34362.7,34039.2,34313.7,39454569,2433.61
2020-12-31,NIFTY FMCG,34255.1,34324.95,34109.5,34177.1,35649116,2518.52
2021-01-01,NIFTY FMCG,34236.7,34435.2,34212.2,34391.85,31502825,1759.5
2021-01-04,NIFTY FMCG,34535.25,34713.6,34385.5,34619.7,44370717,2425.93
2021-01-05,NIFTY FMCG,34473.5,34788.35,34420.15,34720.25,36402461,2623.22
2021-01-06,NIFTY FMCG,34748.1,34768.2,34091.45,34327.35,72848563,3445.23
2021-01-07,NIFTY FMCG,34521.65,34543,33988.2,34032.35,56148076,3223.29
2021-01-08,NIFTY FMCG,34282.45,34346.2,33994.2,34276.75,83837475,4261.31
2021-01-11,NIFTY FMCG,34597.35,34919.6,34446.35,34681.25,73357641,4285.14
2021-01-12,NIFTY FMCG,34754.7,34771.65,34401.65,34488.65,58474639,3251.01
2021-01-13,NIFTY FMCG,34617.6,34945.3,34377.25,34617.6,83407138,3546.75
2021-01-14,NIFTY FMCG,34669.1,34942.2,34616,34885.7,73574701,3665.8
2021-01-15,NIFTY FMCG,34898.8,35000.35,34350.15,34630.05,77773991,3376
2021-01-18,NIFTY FMCG,34735.7,34810.4,34248.2,34502.85,85435939,3705
2021-01-19,NIFTY FMCG,34648.25,34808.1,34454.85,34659.85,50207770,2621.36
2021-01-20,NIFTY FMCG,34667,34796.85,34555.55,34605.35,62546728,2839.49
2021-01-21,NIFTY FMCG,34822.75,34974.05,34376.4,34494.4,51184263,2947.05
2021-01-22,NIFTY FMCG,34537.3,34732.7,34318,34430.3,43415661,2789.57
2021-01-25,NIFTY FMCG,34613.4,34647.5,33958.4,34178.6,42318632,2465.89
2021-01-27,NIFTY FMCG,34316.45,34394.65,34096.2,34281.4,71172534,3348.57
2021-01-28,NIFTY FMCG,34033.35,34146.65,33543.2,33625.85,52360433,3612.64
2021-01-29,NIFTY FMCG,33832.2,33864.45,32972.25,33121.05,60721600,4319.47
2021-02-01,NIFTY FMCG,33304.15,33867.15,32996.3,33689.65,84228247,3707.24
2021-02-02,NIFTY FMCG,34047.45,34148.6,33634.85,33730.85,72637229,3903.31
2021-02-03,NIFTY FMCG,33954.95,34009.75,33630.6,33682.35,82803006,4167.42
2021-02-04,NIFTY FMCG,33784.95,34569.95,33740.2,34507.65,127649599,5529.83
2021-02-05,NIFTY FMCG,34676.5,34818.2,34368.55,34644.5,147000631,5711.33
2021-02-08,NIFTY FMCG,34938.05,34978.15,34410.6,34452.25,62514842,3793.69
2021-02-09,NIFTY FMCG,34598.4,34786.25,34160.65,34231.3,91510208,4117.17
2021-02-10,NIFTY FMCG,34268.85,34449.1,33881.2,34188,62243166,2919.6
2021-02-11,NIFTY FMCG,34299.25,34512.5,34162.95,34463.75,65200654,3138.03
2021-02-12,NIFTY FMCG,34524.1,34524.1,33785.6,33928.3,126913216,4181.55
2021-02-15,NIFTY FMCG,34076.55,34215.8,33921.25,33959.9,47791776,2592.12
2021-02-16,NIFTY FMCG,34089.3,34162.75,33619.05,33724.5,50509298,3248.4
2021-02-17,NIFTY FMCG,33681.1,33726.9,33418.05,33519.55,42886991,3667.93
2021-02-18,NIFTY FMCG,33593.3,33670.85,33323.05,33373.9,45325474,3125.84
2021-02-19,NIFTY FMCG,33396.8,33584.55,33115.1,33336.8,60617293,3747.91
2021-02-22,NIFTY FMCG,33330.05,33357,32803.5,32891.7,76985593,4314.32
2021-02-23,NIFTY FMCG,33056.75,33175.4,32845.25,33025.95,48761622,3183.05
2021-02-24,NIFTY FMCG,33228.7,33261.7,32841.95,33091.7,32439553,2091.14
2021-02-25,NIFTY FMCG,33159,33262.3,32969.45,33001.8,52215795,3099.6
2021-02-26,NIFTY FMCG,32832.85,33017.05,32312.45,32443.15,73964263,4169.4
2021-03-01,NIFTY FMCG,32610.4,32886.15,32429.6,32797.65,29379443,1692.4
2021-03-02,NIFTY FMCG,32932.85,33301.35,32847.4,33250.9,41838211,2312.51
2021-03-03,NIFTY FMCG,33538.35,33538.35,33306.2,33454.4,40107686,2311.31
2021-03-04,NIFTY FMCG,33289.15,33562.1,33201.85,33443.8,43301960,2451.79
2021-03-05,NIFTY FMCG,33291.45,33474.55,33238.6,33360.3,34090124,2213.11
2021-03-08,NIFTY FMCG,33493.1,33578.1,33142.25,33190.35,35185572,1842.93
2021-03-09,NIFTY FMCG,33281.25,33404.4,32827.4,33215.85,38188394,2149.86
2021-03-10,NIFTY FMCG,33393.05,33424.5,33220,33402.75,33548427,1986.45
2021-03-12,NIFTY FMCG,33557.5,33577.1,33022.1,33068.5,43598695,2087.22
2021-03-15,NIFTY FMCG,33172.6,33179.8,32720,33058.85,55187777,2235.03
2021-03-16,NIFTY FMCG,33166.1,33409.25,33107,33351.75,63050080,2694.04
2021-03-17,NIFTY FMCG,33594.15,33595.6,33136.1,33194.6,95906817,3755.99
2021-03-18,NIFTY FMCG,33391.45,33480.55,33017.95,33222.6,106916217,3699.7
2021-03-19,NIFTY FMCG,33120.75,34173.1,32831.8,34028.35,159227424,6370.15
2021-03-22,NIFTY FMCG,34049.45,34647.2,33934.5,34608,63563692,3118.95
2021-03-23,NIFTY FMCG,34651.25,34814.4,34415.5,34473.75,59393228,2805.75
2021-03-24,NIFTY FMCG,34357.25,34542.85,33943.55,33987.1,42516125,2238.52
2021-03-25,NIFTY FMCG,34024.25,34044.4,33071.7,33213.15,59071629,3087.08
2021-03-26,NIFTY FMCG,33495.75,33887.35,33444.15,33818.45,41638163,2346.95
2021-03-30,NIFTY FMCG,34023.35,34628.15,33981.25,34578.85,62241247,4013.04
2021-03-31,NIFTY FMCG,34538.55,34980.15,34448.3,34931.7,51953080,2839.71
2021-04-01,NIFTY FMCG,35081.1,35102.7,34754.85,34874.55,40133110,2006.84
2021-04-05,NIFTY FMCG,34800.55,34892.6,34024.15,34304.55,47978583,2728.17
2021-04-06,NIFTY FMCG,34439.55,34697.1,34221.1,34619.85,46243473,2938.56
2021-04-07,NIFTY FMCG,34682.15,35050.45,34613.2,34835.3,32763925,2495.98
2021-04-08,NIFTY FMCG,34899.5,35105.65,34869.15,34983.05,28578740,2133.44
2021-04-09,NIFTY FMCG,35064.7,35442.85,34999.4,35253.1,30466835,2145.05
2021-04-12,NIFTY FMCG,34865.1,34979.9,34472.9,34561.35,52686100,2903.14
2021-04-13,NIFTY FMCG,34698.95,35045.45,34591.1,34720.35,36246183,2227.42
2021-04-15,NIFTY FMCG,34972.5,35046.75,34349.65,34658.6,36226912,2624.85
2021-04-16,NIFTY FMCG,34816.9,34957.15,34699,34853.15,29154086,1847.32
2021-04-19,NIFTY FMCG,34463.45,34623.95,34218.1,34519,28156292,1817.74
2021-04-20,NIFTY FMCG,34772.05,34772.05,34087.1,34296.5,41427833,2453.56
2021-04-22,NIFTY FMCG,34212.2,34222.8,33894.05,34043.05,37705000,2324.04
2021-04-23,NIFTY FMCG,33938.1,34002.85,33631.7,33726.1,32389044,1982.03
2021-04-26,NIFTY FMCG,33874.75,33952.6,33726.05,33865.7,33345995,2309.48
2021-04-27,NIFTY FMCG,33949.9,34037.2,33888.35,34009.35,24362807,1822.52
2021-04-28,NIFTY FMCG,34060.45,34398.5,33999.85,34129.15,28700432,2350.98
2021-04-29,NIFTY FMCG,34400.7,34455,33944.9,34009,28002196,2277.97
2021-04-30,NIFTY FMCG,33970.25,34098.9,33544.85,33623.45,35650551,2571.54
2021-05-03,NIFTY FMCG,33515.65,34072.7,33505.2,33994.2,53604116,2843.95
2021-05-04,NIFTY FMCG,34074.25,34166.9,33691.7,33822.75,41272606,2405.53
2021-05-05,NIFTY FMCG,34073.95,34073.95,33663.45,33898,28880906,1638.38
2021-05-06,NIFTY FMCG,34003.85,34233.55,33897.7,34048.5,32950357,1920.45
2021-05-07,NIFTY FMCG,34153.5,34221.6,34049.85,34123.5,51167740,2743.05
2021-05-10,NIFTY FMCG,34273.95,34332.1,34067.45,34204.25,34144556,2014.81
2021-05-11,NIFTY FMCG,34066.5,34299.35,34010.95,34129.3,32337633,1993.1
2021-05-12,NIFTY FMCG,34197.25,34258.65,33988.45,34057.4,60478779,4306.94
2021-05-14,NIFTY FMCG,34158.2,34835,34094.4,34781.5,84249755,3611.75
2021-05-17,NIFTY FMCG,35050.6,35097.55,34755.2,34807.4,53305009,2543.26
2021-05-18,NIFTY FMCG,35083.9,35125.6,34655.95,34741.45,47819412,2613.83
2021-05-19,NIFTY FMCG,34704.2,34844.55,34635.15,34729.7,41697743,2491.91
2021-05-20,NIFTY FMCG,34752.55,34779.35,34446.05,34475.6,37535203,2233.68
2021-05-21,NIFTY FMCG,34556.6,34727.05,34522.7,34690.55,35783908,1983.67
2021-05-24,NIFTY FMCG,34722.5,34748.7,34487.55,34572.5,50724956,2903.58
2021-05-25,NIFTY FMCG,34794.35,34992.3,34704.15,34780.85,46134588,2943.23
2021-05-26,NIFTY FMCG,34929.1,34982.45,34782.8,34815.7,30474660,1775.44
2021-05-27,NIFTY FMCG,34878.6,34957.75,34741.8,34812.3,83176800,4500.21
2021-05-28,NIFTY FMCG,34947.85,35084.2,34870.55,34890.5,39434545,2045.09
2021-05-31,NIFTY FMCG,35022.5,35296.8,34983.65,35243.1,88839983,3186.1
2021-06-01,NIFTY FMCG,35357.45,35378.8,35172.85,35241.2,51385825,2140.65
2021-06-02,NIFTY FMCG,34996.25,35220.45,34953.15,35058.6,114180563,3724.24
2021-06-03,NIFTY FMCG,35216.05,35300.15,35090.35,35266.5,60185571,2561.16
2021-06-04,NIFTY FMCG,35330.65,35330.65,35092.1,35138,54504461,3490.61
2021-06-07,NIFTY FMCG,35336.1,35428.8,35199.5,35375.35,47675425,2388.46
2021-06-08,NIFTY FMCG,35463.65,35716.4,35398.95,35672.45,40784202,2656.33
2021-06-09,NIFTY FMCG,35721.35,35785.15,35454.15,35588.95,39176035,2107.81
2021-06-10,NIFTY FMCG,35564.45,35901.75,35448.6,35731.3,51892121,2870.05
2021-06-11,NIFTY FMCG,35858.2,35869.65,35589.05,35646.95,34468583,1949.31
2021-06-14,NIFTY FMCG,35620.35,35707.65,35258,35659.95,30547814,1862.72
2021-06-15,NIFTY FMCG,35691.4,35953.65,35673.9,35921.5,32080055,2291.65
2021-06-16,NIFTY FMCG,35953.95,36244.15,35937.95,36131.25,38146488,3141.07
2021-06-17,NIFTY FMCG,35983.8,36287.5,35935.45,36183.55,45041885,2903.42
2021-06-18,NIFTY FMCG,36251.3,36360.6,35796.6,36287.15,48042897,3610.65
2021-06-21,NIFTY FMCG,36056.9,36456.15,36034.4,36377.6,35547487,2483.33
2021-06-22,NIFTY FMCG,36534,36565.25,36244.45,36299.65,34463710,2279.51
2021-06-23,NIFTY FMCG,36418.65,36437.35,36111.15,36188.75,28081893,2127.24
2021-06-24,NIFTY FMCG,36278.35,36302.55,36130.55,36242.55,33514175,1827.8
2021-06-25,NIFTY FMCG,36298.1,36329.25,35975.65,36006.55,24100094,1476.83
2021-06-28,NIFTY FMCG,36104.2,36159.75,35955.9,36054.45,24514224,1430.98
2021-06-29,NIFTY FMCG,36059.45,36336.15,36035.35,36234.55,35681094,2487.79
2021-06-30,NIFTY FMCG,36355.45,36425.45,36033.6,36093.2,31660637,2009.99
2021-07-01,NIFTY FMCG,36197.35,36283,36097.2,36234.9,26254330,1815.86
2021-07-02,NIFTY FMCG,36298.55,36328.25,36053.35,36216.7,26828540,1606.94
2021-07-05,NIFTY FMCG,36379,36472.4,36292.05,36390.9,22428608,1588.74
2021-07-06,NIFTY FMCG,36364.45,36413.6,36198.8,36238.5,24437066,1663.66
2021-07-07,NIFTY FMCG,36163.1,36503.95,36105.4,36447.05,31216909,1800.23
2021-07-08,NIFTY FMCG,36337.65,36440.35,36120.6,36179.1,33637907,1898.2
2021-07-09,NIFTY FMCG,36135.6,36316.55,36083.2,36184.4,23013703,1381.62
2021-07-12,NIFTY FMCG,36301.1,36339.7,36086.9,36176.65,21565622,1122.39
2021-07-13,NIFTY FMCG,36320.65,36329.05,36066.1,36110.3,20211766,1233.16
2021-07-14,NIFTY FMCG,36124.75,36153.2,35912.25,36073.2,29413273,1631.64
2021-07-15,NIFTY FMCG,36181.15,36223.2,35948.4,36182.95,40662424,1748.71
2021-07-16,NIFTY FMCG,36300.35,36418.7,36139.6,36253.55,48983883,2342.59
2021-07-19,NIFTY FMCG,36073.35,36295.35,36054.75,36180.4,26550275,1363.07
2021-07-20,NIFTY FMCG,36189.8,36403.15,36110.65,36230.25,34245583,1682.51
2021-07-22,NIFTY FMCG,36429.2,36734,36205.55,36263.6,37005261,4082.73
2021-07-23,NIFTY FMCG,36327.8,36683.6,36210.5,36558.65,59866851,3564.1
2021-07-26,NIFTY FMCG,36639.15,36746.5,36459.05,36486.75,62670265,2903.66
2021-07-27,NIFTY FMCG,36551.45,36620.3,36307.35,36360.8,36914143,2445.04
2021-07-28,NIFTY FMCG,36418.15,36489.05,36194.65,36360.35,28292515,1911.85
2021-07-29,NIFTY FMCG,36372.6,36469.2,35955.85,35990.05,30330234,2112.77
2021-07-30,NIFTY FMCG,36055.7,36246.1,35859.9,36051.9,34849876,2613.33
2021-08-02,NIFTY FMCG,36250.15,36385.45,36123.7,36199.95,32168125,2661.07
2021-08-03,NIFTY FMCG,36264.1,36885.55,36196.3,36826.05,51044924,3853.61
2021-08-04,NIFTY FMCG,36909.05,36935.65,36429.4,36482.45,32637675,2422.95
2021-08-05,NIFTY FMCG,36626.9,36781.55,36320.9,36701.45,60491817,2446.49
2021-08-06,NIFTY FMCG,36724.15,36813.35,36596.95,36669.8,41184389,2230.69
2021-08-09,NIFTY FMCG,36816.65,37016.95,36521.3,36691.9,31046092,1592.32
2021-08-10,NIFTY FMCG,36784.35,36790.4,36286.15,36537.25,29453650,1918.39
2021-08-11,NIFTY FMCG,36597.25,36641.7,36088.25,36425.85,27229790,1623.73
2021-08-12,NIFTY FMCG,36537,36696.05,36457,36521.85,38916024,1870.14
2021-08-13,NIFTY FMCG,36674.85,36907.85,36575.8,36842.05,40552087,2458.38
2021-08-16,NIFTY FMCG,36844.15,37063.3,36703.35,36954.25,20324539,1456.55
2021-08-17,NIFTY FMCG,37014.45,37514,36979.6,37478.55,30968270,2871.52
2021-08-18,NIFTY FMCG,37571.65,37878.85,37538.9,37738.3,46270895,4425.25
2021-08-20,NIFTY FMCG,37469.25,38741.45,37401.3,38596.05,53950165,5154.09
2021-08-23,NIFTY FMCG,38780.3,38913.75,38311.7,38489.5,33225733,3204.18
2021-08-24,NIFTY FMCG,38578.85,38675.05,38124.6,38232.8,26341462,2138.99
2021-08-25,NIFTY FMCG,38271.7,38663.3,38264.3,38448.1,27017406,2627.55
2021-08-26,NIFTY FMCG,38403.5,38864.2,38398.75,38670.7,37058451,3136.15
2021-08-27,NIFTY FMCG,38743.25,38884.55,38549.15,38819.5,24877159,1939.26
2021-08-30,NIFTY FMCG,38945.15,39172.95,38915.4,39150.2,27020573,2346.15
2021-08-31,NIFTY FMCG,39168.55,39615,39105.7,39529.7,48174510,3710.06
2021-09-01,NIFTY FMCG,39701.45,39821.15,39464.9,39644.7,32891602,2540.87
2021-09-02,NIFTY FMCG,39713.55,40323.65,39648.8,40296.4,40576646,3476.85
2021-09-03,NIFTY FMCG,40371.15,40441.85,40103.1,40226.25,27369583,2379.13
2021-09-06,NIFTY FMCG,40388.1,40514,40130.85,40169.05,20698693,1698.81
2021-09-07,NIFTY FMCG,40296.35,40642.65,40237.85,40289.85,52501922,2621.23
2021-09-08,NIFTY FMCG,40377.55,40434.7,39910.7,40263.45,28542948,2081.58
2021-09-09,NIFTY FMCG,40122,40610.4,40120.3,40577.95,33397273,2269.85
2021-09-13,NIFTY FMCG,40569.9,40754.8,40474.65,40592.35,29886955,1913.91
2021-09-14,NIFTY FMCG,40718.8,40750.6,40444.05,40469.55,34796506,2321.71
2021-09-15,NIFTY FMCG,40626.85,40645.4,40404.3,40504.5,30954575,1897.95
2021-09-16,NIFTY FMCG,40494.25,41402.3,40453.7,41007.6,161019398,4961.96
2021-09-17,NIFTY FMCG,41187.35,41406.1,40704.1,40798.9,99303376,4893.69
2021-09-20,NIFTY FMCG,40716.35,41535,40631.95,41169.7,85627197,3804.52
2021-09-21,NIFTY FMCG,41239.4,41676.8,41108.2,41619.95,70822591,3566.23
2021-09-22,NIFTY FMCG,41801.8,41821.9,41429.85,41507.25,67770460,3292.63
2021-09-23,NIFTY FMCG,41743.45,41775.75,41502.05,41548.8,47700422,3339.08
2021-09-24,NIFTY FMCG,41614.4,41649.05,41034.6,41090.9,43178302,2737.82
2021-09-27,NIFTY FMCG,41268.2,41273,40657.85,40720.6,34138606,2049.19
2021-09-28,NIFTY FMCG,40872.15,41085.9,40537.8,40682.95,33448464,2411.48
2021-09-29,NIFTY FMCG,40570.05,40830.7,40413.65,40472.15,29177307,2191.91
2021-09-30,NIFTY FMCG,40558.65,40646.55,40338.4,40426.55,35674402,2488.41
2021-10-01,NIFTY FMCG,40400.85,40465.85,40036.45,40399,29228330,1785.18
2021-10-04,NIFTY FMCG,40465.45,40686,40319.4,40445.45,24305179,1672.17
2021-10-05,NIFTY FMCG,40440.55,40606.45,40373.6,40427.5,25597315,1723.13
2021-10-06,NIFTY FMCG,40496.85,40754.45,40079.9,40167.45,42975168,2793.81
2021-10-07,NIFTY FMCG,40399.25,40480.55,40210.55,40226.4,24320218,1824.83
2021-10-08,NIFTY FMCG,40363.3,40399.5,39915,39993.35,23007518,1875.27
2021-10-11,NIFTY FMCG,40070.25,40434.05,40061.9,40318.05,32752617,1849.63
2021-10-12,NIFTY FMCG,40262.6,40892.6,40239.25,40808.75,52095317,3148.11
2021-10-13,NIFTY FMCG,41004.15,41244.25,40697.3,41149.4,70324330,3419.63
2021-10-14,NIFTY FMCG,41446.2,41789.3,41277.35,41377.2,98491769,3853.16
2021-10-18,NIFTY FMCG,42021.45,42021.45,41488,41564.15,73519124,3193.81
2021-10-19,NIFTY FMCG,41653.35,41704.5,40171.3,40237.3,77243923,4184.7
2021-10-20,NIFTY FMCG,40343.35,40593.1,39589.4,39696.35,65847245,4049.53
2021-10-21,NIFTY FMCG,40008.35,40035.65,39163.8,39354.45,38821450,2666.25
2021-10-22,NIFTY FMCG,39502.9,39684.05,38563.65,38874.8,47746836,2318
2021-10-25,NIFTY FMCG,38774.5,38849.45,38028.5,38491,35425714,2039.17
2021-10-26,NIFTY FMCG,38569.25,38955.2,38426.15,38826.85,30930212,1949.42
2021-10-27,NIFTY FMCG,39090.55,39177.5,38845.55,38946.1,47961792,3261.29
2021-10-28,NIFTY FMCG,38899.3,38966.55,38098.3,38208.55,74002069,3997.95
2021-10-29,NIFTY FMCG,38253.8,38451.8,37878.85,38222.1,50344997,3222.53
2021-11-01,NIFTY FMCG,38383.6,38733.95,38082.45,38663.65,41083425,2521.18
2021-11-02,NIFTY FMCG,38758.65,38875.45,38499.65,38616.2,31321063,2023.56
2021-11-03,NIFTY FMCG,38762.65,38780.8,38146.95,38370.1,37748838,2385.83
2021-11-04,NIFTY FMCG,38695.6,38769.1,38627.7,38710.1,8783186,373.79
2021-11-08,NIFTY FMCG,39045.6,39141.05,38434.65,39094.75,35097237,2376.45
2021-11-09,NIFTY FMCG,39064.2,39126.35,38860.95,38964.25,25793337,2325.48
2021-11-10,NIFTY FMCG,38808.95,39018.3,38709.9,38917.35,26432041,1933.74
2021-11-11,NIFTY FMCG,38922.85,38922.85,38419.3,38542.55,19959476,1565.98
2021-11-12,NIFTY FMCG,38743.9,38997.75,38587.45,38912.75,24773671,1820.45
2021-11-15,NIFTY FMCG,39014.75,39353.7,38937.85,39278.3,49118314,2163.37
2021-11-16,NIFTY FMCG,39396.4,39407.15,38951.9,39014.65,26357175,1694.99
2021-11-17,NIFTY FMCG,38992.5,39346.65,38953.4,39013.45,56742598,2265.71
2021-11-18,NIFTY FMCG,39042.75,39204.6,38646.25,38866.5,31837172,1825.02
2021-11-22,NIFTY FMCG,38998.7,39026.25,38147.05,38351.65,38160412,2246.9
2021-11-23,NIFTY FMCG,38190.05,38619.95,38059.9,38560.1,24607327,1668.23
2021-11-24,NIFTY FMCG,38677.9,38683.95,38066.65,38178.2,25004109,1518.72
2021-11-25,NIFTY FMCG,38206.05,38307.85,37837.95,38259.75,33538454,1705.33
2021-11-26,NIFTY FMCG,38050.55,38097.2,37457.85,37547.15,42502285,2452.28
2021-11-29,NIFTY FMCG,37359.05,37463.7,36808.7,37324.85,34208951,1946.02
2021-11-30,NIFTY FMCG,37276.15,37769.45,37275.05,37386.95,50356115,3729.29
2021-12-01,NIFTY FMCG,37612.35,37727.45,37341.85,37457.85,28041640,1785.88
2021-12-02,NIFTY FMCG,37547.45,37930.3,37434.8,37892.6,27892223,1708.56
2021-12-03,NIFTY FMCG,37843.25,37896.9,37473.75,37498.1,24251002,1676.41
2021-12-06,NIFTY FMCG,37527.55,37629.15,36745.3,36821.85,21948907,1262.66
2021-12-07,NIFTY FMCG,37078.3,37347.05,36907.1,37175.85,18407191,1360.32
2021-12-08,NIFTY FMCG,37200.8,37695.8,37200.8,37659.95,18132319,1253.31
2021-12-09,NIFTY FMCG,37632.75,38264.3,37511.55,38201.65,47684149,2028.42
